609,1D
610,1D
611,1D
612,1D
613,1D
614,1D
615,1D
616,1D
617,1D
618,1D
619,1D
620,1D
621,1D
622,1D
623,1D
624,1D
625,1D
626,1D
627,1D
628,1D
629,1D
630,1D
631,1D
632,1D
633,2D
634,2D
635,2D
636,2D
637,2D
638,2D
639,2D
640,2D
641,2D
642,2D
643,2D
644,2D
645,2D
646,2D
647,2D
648,2D
649,2D
650,2D
651,2D
652,2D
653,2D
654,2D
655,2D
656,2D
657,2D
658,2D
659,2D
660,2D
661,2D
662,2D
663,2D
664,2D
665,2D
666,2D
667,2D
668,2D
669,2D
670,2D
671,2D
672,2D
673,2D
674,2D
675,2D
676,2D
677,2D
678,2D
679,2D
680,2D
681,2D
682,2D
683,2D
684,2D
685,2D
686,2D
687,2D
688,2D
689,2D
690,2D
691,2D
692,2D
693,2D
694,2D
695,2D
696,2D
697,2D
698,2D
699,2D
700,2D
701,2D
702,2D
703,2D
704,2D
705,2D
706,2D
707,2D
708,2D
709,2D
710,2D
711,2D
712,2D
713,2D
714,3D
715,3D
716,3D
717,3D
718,3D
719,3D
720,3D
721,3D
722,3D
723,3D
724,3D
725,3D
726,3D
727,3D
728,3D
729,3D
730,3D
731,3D
732,3D
733,3D
